5.656, 4.301, 174.869, 92.4, 0.802, 3.944, 'Executing'
5.49, 4.31, 175.374, 92.4, 0.797, 6.028, 'Executing'
5.41, 4.316, 175.977, 92.4, 0.797, 6.294, 'Executing'
5.33, 4.322, 176.6, 92.4, 0.792, 6.259, 'Executing'
5.266, 4.313, 177.282, 92.4, 0.793, 5.852, 'Executing'
5.186, 4.317, 177.346, 92.4, 0.799, 4.987, 'Executing'
4.945, 4.314, 178.774, 92.4, 0.805, 3.054, 'Executing'
4.878, 4.314, 179.255, 92.4, 0.805, 1.057, 'Executing'
4.798, 4.315, 179.305, 92.4, 0.799, -0.263, 'Executing'
4.718, 4.316, 179.284, 92.4, 0.798, -0.787, 'Executing'
4.64, 4.31, 179.061, 92.4, 0.793, -0.782, 'Executing'
4.483, 4.311, 178.541, 92.4, 0.8, -1.091, 'Executing'
4.403, 4.313, 178.458, 92.4, 0.796, -2.887, 'Executing'
4.324, 4.315, 178.219, 92.4, 0.782, -2.361, 'Executing'
4.256, 4.314, 178.048, 92.4, 0.763, -1.059, 'Executing'
4.183, 4.317, 178.037, 92.4, 0.717, 0.523, 'Executing'
4.113, 4.319, 178.18, 92.4, 0.679, 1.575, 'Executing'
4.045, 4.32, 178.574, 92.4, 0.645, 2.276, 'Executing'
3.925, 4.323, 179.213, 92.4, 0.547, 3.41, 'Executing'
3.873, 4.323, 179.518, 92.4, 0.49, 2.887, 'Executing'
3.83, 4.299, -179.967, 92.4, 0.436, 2.627, 'Executing'
3.79, 4.299, -179.899, 92.4, 0.383, 1.514, 'Executing'
3.731, 4.299, -179.876, 92.4, 0.198, 0.26, 'Executing'
3.714, 4.299, -179.884, 92.4, 0.135, 0.794, 'Executing'
3.704, 4.299, -179.883, 92.4, 0.045, 0.0, 'Executing'
3.703, 4.299, -179.922, 92.4, 0.0, -0.351, 'Ready'
3.703, 4.299, -179.89, 92.4, 0.0, 0.0, 'Ready'
3.703, 4.299, -179.89, 92.4, 0.0, 0.0, 'Ready'
3.703, 4.299, -179.89, 92.4, 0.0, 0.0, 'Ready'
3.703, 4.299, -179.89, 92.4, 0.0, 0.0, 'Ready'
3.703, 4.299, -179.89, 92.4, 0.0, 0.0, 'Ready'
